age,income_band,region,tenure_months,prior_purchases,web_visits_30d,prior_campaign_response,credit_score_band,premium_support_calls_30d,welcome_email_click,first_month_usage_minutes,signup_30d
56.6,2,North,96.7,1,5,1,2,0,0,50.9,1
32.0,2,Midwest,14.7,3,5,0,1,0,0,0.0,0
38.1,1,Midwest,12.0,0,7,0,2,0,0,0.0,0
38.2,3,South,5.3,0,5,0,1,0,0,0.0,0
37.8,2,South,16.4,1,7,0,1,0,0,0.0,0
50.7,4,South,24.2,1,4,0,2,0,0,0.0,0
38.2,2,West,8.7,2,3,0,1,0,0,0.0,0
58.7,1,South,15.7,0,5,0,1,0,0,0.0,0
32.2,3,Midwest,6.5,1,7,0,3,0,0,0.0,0
44.0,2,West,18.0,1,5,0,2,0,0,0.0,0
32.7,2,South,37.1,2,4,0,2,1,0,114.3,1
47.1,2,West,1.5,5,7,0,1,2,1,30.2,1
41.8,1,South,17.5,2,6,0,2,0,0,0.0,0
40.1,2,North,12.2,2,6,0,2,0,0,0.0,0
56.3,1,Midwest,1.8,2,1,0,3,0,0,0.0,0
34.1,2,Midwest,67.7,2,3,0,1,0,0,162.9,1
49.0,4,Midwest,7.2,1,7,1,1,0,0,0.0,0
32.8,3,North,20.0,0,3,0,3,0,0,0.0,0
43.4,1,Midwest,11.2,0,2,0,2,0,0,0.0,0
27.7,4,Midwest,7.6,2,5,0,2,0,0,0.0,0
34.0,2,West,18.0,2,5,0,1,0,0,0.0,0
41.0,1,West,28.0,2,3,0,1,0,0,0.0,0
63.8,3,South,37.0,0,6,0,1,0,0,0.0,0
43.2,2,Midwest,24.1,1,1,0,1,0,0,0.0,0
61.9,2,South,17.9,1,4,0,3,0,0,0.0,0
44.6,1,West,36.0,2,4,0,2,0,0,0.0,0
37.4,2,North,17.5,4,8,0,2,0,0,0.0,0
60.5,1,West,87.8,2,4,0,1,0,0,0.0,0
47.2,3,South,18.0,2,8,0,2,0,0,0.0,0
34.3,2,North,9.2,2,4,0,3,0,0,0.0,0
47.6,2,North,14.2,2,5,1,2,0,0,0.0,0
38.5,1,North,16.2,1,3,0,2,1,1,155.4,1
18.1,3,South,8.0,1,2,0,2,0,0,0.0,0
53.2,2,North,4.1,0,4,0,2,0,0,0.0,0
55.1,2,West,13.5,1,9,0,3,0,0,0.0,0
64.1,3,West,54.6,2,4,1,1,0,1,45.3,1
47.1,1,South,7.1,2,5,1,2,3,0,109.1,1
39.0,2,West,10.8,2,3,0,2,0,0,0.0,0
52.0,2,South,34.0,3,5,0,2,0,0,0.0,0
52.2,2,South,2.1,2,4,0,2,0,0,0.0,0
61.7,1,North,41.8,1,7,0,1,0,0,0.0,0
41.5,2,South,30.6,4,8,0,2,2,0,82.5,1
40.0,2,West,19.2,2,8,0,2,2,1,126.0,1
33.4,4,South,5.6,2,7,0,2,0,0,0.0,0
48.4,2,North,2.3,2,4,0,2,0,0,38.8,1
23.4,1,South,6.3,1,3,0,1,0,0,0.0,0
51.3,3,North,34.4,0,5,0,2,0,0,0.0,0
49.1,2,North,65.1,2,4,0,2,5,1,84.5,1
49.0,2,North,32.1,1,6,1,1,1,0,138.7,1
43.7,2,South,18.0,2,6,0,3,0,0,0.0,0
60.4,2,South,72.2,1,8,1,2,3,1,32.3,1
52.5,2,Midwest,42.3,3,2,1,3,0,0,0.0,0
34.7,1,Midwest,25.6,2,14,0,2,0,0,0.0,0
34.9,3,Midwest,1.0,4,2,0,2,0,0,0.0,0
31.4,1,North,8.1,1,3,0,3,0,0,0.0,0
48.6,2,West,8.8,4,9,0,1,0,0,0.0,0
30.0,1,Midwest,10.2,2,9,0,2,2,0,26.0,1
55.0,3,South,11.8,2,2,0,1,0,0,0.0,0
57.9,2,North,67.3,3,2,0,3,0,0,0.0,0
31.5,3,North,32.5,1,4,0,3,0,0,0.0,0
39.8,3,South,28.3,0,4,0,2,0,0,0.0,0
42.2,1,Midwest,13.3,1,8,0,2,0,0,0.0,0
52.6,2,Midwest,9.9,0,3,0,3,0,0,0.0,0
61.3,2,West,3.1,2,3,0,2,0,0,0.0,0
21.8,2,South,14.5,1,1,0,1,0,0,0.0,0
38.2,1,South,5.5,1,5,0,1,0,0,0.0,0
38.8,4,Midwest,11.9,0,3,0,2,0,0,0.0,0
25.2,3,West,4.1,0,2,0,1,0,0,0.0,0
36.2,2,West,10.1,2,8,1,2,1,1,94.1,1
47.1,3,South,1.1,0,4,0,2,0,0,0.0,0
38.7,3,Midwest,1.0,2,3,0,2,0,0,0.0,0
23.5,1,South,48.9,1,3,0,3,0,0,0.0,0
75.0,2,Midwest,24.6,2,2,0,3,0,0,0.0,0
45.2,2,South,21.3,0,5,0,2,0,0,0.0,0
43.3,1,North,17.3,0,7,0,2,0,0,0.0,0
28.8,2,North,31.1,0,5,0,2,0,0,0.0,0
45.1,4,West,32.0,2,1,0,2,0,0,0.0,0
40.0,2,North,65.7,0,5,0,2,0,0,0.0,0
19.3,3,South,6.7,1,9,0,2,0,0,0.0,0
29.2,1,Midwest,36.9,2,6,0,3,1,1,53.1,1
51.5,1,Midwest,113.5,0,3,0,3,4,1,123.1,1
65.3,4,Midwest,1.0,2,2,0,2,0,0,0.0,0
46.4,2,North,11.2,0,5,0,2,0,0,0.0,0
55.2,4,North,13.7,1,6,0,2,4,1,211.4,1
40.1,1,Midwest,41.4,2,6,1,1,2,1,93.1,1
41.0,4,South,1.0,1,3,0,2,0,0,0.0,0
55.1,2,South,21.9,2,3,0,1,2,0,42.6,1
62.0,1,West,53.5,1,6,0,2,0,0,0.0,0
57.6,3,Midwest,3.8,0,4,0,2,0,0,0.0,0
29.2,3,Midwest,2.9,1,3,0,3,0,0,0.0,0
41.2,1,South,120.0,1,4,0,2,0,0,0.0,0
45.3,4,Midwest,42.0,1,4,1,3,0,0,130.7,1
38.9,3,West,28.7,0,6,0,2,0,0,0.0,0
46.7,2,South,12.2,1,4,0,2,0,0,0.0,0
51.8,1,South,46.2,1,8,0,1,0,0,0.0,0
54.0,2,North,61.5,2,2,1,2,2,1,99.8,1
62.2,1,West,31.6,1,3,0,2,0,0,0.0,0
38.0,2,North,12.2,3,6,0,2,0,1,135.1,1
25.6,3,West,21.0,1,9,0,2,0,0,0.0,0
46.3,3,North,2.5,3,5,0,2,0,0,0.0,0
64.6,2,Midwest,4.1,1,5,0,3,0,0,0.0,0
36.3,1,South,36.7,1,4,0,1,0,0,0.0,0
50.2,4,Midwest,1.0,2,4,0,2,0,0,0.0,0
50.3,2,Midwest,1.2,1,2,0,1,0,0,0.0,0
44.3,2,West,17.0,2,8,1,2,3,0,152.4,1
42.1,3,West,4.5,2,2,1,2,4,1,52.6,1
30.9,3,West,8.3,0,1,0,2,0,0,0.0,0
18.0,4,Midwest,12.2,2,5,1,2,0,0,0.0,0
28.7,4,South,17.7,1,5,0,2,2,1,99.8,1
37.3,4,North,8.0,1,1,0,3,0,0,0.0,0
55.2,2,West,15.9,1,9,0,2,0,0,129.5,1
40.8,1,South,11.1,3,2,0,2,0,0,0.0,0
35.8,2,South,2.0,0,7,0,2,0,0,0.0,0
31.3,1,West,48.4,1,9,0,3,3,1,80.8,1
49.9,1,Midwest,7.9,1,3,0,3,0,0,0.0,0
58.3,1,Midwest,22.6,0,5,1,3,0,0,0.0,0
54.8,1,North,20.2,2,6,1,3,0,0,0.0,0
49.3,2,South,5.3,1,4,0,1,0,0,0.0,0
24.3,2,North,1.0,3,6,0,1,0,0,0.0,0
37.8,2,Midwest,46.7,2,9,0,1,0,0,0.0,0
65.4,3,Midwest,16.5,2,2,0,1,0,0,0.0,0
55.5,3,North,12.8,1,4,0,2,0,0,0.0,0
23.5,4,North,34.5,1,6,0,1,0,0,0.0,0
41.3,2,South,1.0,3,4,0,2,1,1,90.6,1
46.4,2,North,34.8,0,6,0,1,0,0,0.0,0
32.9,1,North,12.6,4,8,1,2,0,0,0.0,0
18.0,3,South,19.3,1,7,1,3,0,0,0.0,0
43.2,3,Midwest,33.5,1,6,0,3,0,0,0.0,0
32.5,1,South,19.0,0,5,0,1,0,0,0.0,0
32.6,4,Midwest,1.5,1,6,0,1,0,0,0.0,0
37.7,2,Midwest,31.3,0,11,0,3,0,0,0.0,0
40.4,1,North,37.0,4,8,0,3,0,0,0.0,0
41.9,3,West,14.9,1,7,0,3,0,0,0.0,0
31.4,2,North,13.9,2,4,1,1,3,1,112.8,1
39.4,1,West,7.0,1,1,0,2,0,0,0.0,0
20.9,2,West,24.8,3,3,0,3,0,0,0.0,0
45.7,3,North,51.3,2,5,0,3,3,1,44.2,1
18.0,2,North,25.6,1,4,0,3,0,0,0.0,0
38.5,2,North,35.4,1,4,1,2,0,0,0.0,0
53.0,4,West,43.6,0,5,0,2,0,0,0.0,0
29.3,1,Midwest,6.2,1,6,0,2,0,0,0.0,0
50.6,2,West,12.3,0,4,0,2,0,0,0.0,0
55.9,2,South,13.7,0,8,0,1,0,0,0.0,0
18.0,4,North,19.6,4,9,0,2,0,0,0.0,0
40.2,2,West,1.2,2,9,0,2,0,0,0.0,0
18.0,3,West,21.3,1,7,1,2,0,0,0.0,0
40.6,4,Midwest,2.2,2,6,0,2,0,0,0.0,0
41.9,3,North,39.4,4,7,0,2,0,0,0.0,0
18.0,1,South,79.1,1,4,0,2,0,0,0.0,0
65.1,3,Midwest,8.2,1,3,0,1,0,0,0.0,0
45.4,3,West,17.0,0,3,0,2,0,0,0.0,0
31.8,1,West,41.6,0,3,0,2,0,0,0.0,0
59.6,2,South,9.1,2,3,0,3,0,0,0.0,0
20.5,3,West,4.1,3,5,0,2,0,0,0.0,0
27.2,1,West,32.2,0,8,0,1,0,0,0.0,0
18.0,1,North,28.8,0,11,1,2,0,0,0.0,0
63.6,3,Midwest,20.3,0,5,0,1,0,0,0.0,0
46.0,4,South,69.4,2,10,0,2,0,0,111.0,1
49.9,1,North,74.5,2,3,0,2,1,1,70.6,1
45.6,2,North,47.5,1,5,0,3,0,0,0.0,0
48.9,3,Midwest,8.3,5,2,1,3,0,1,147.1,1
42.9,3,North,6.1,1,5,0,2,0,0,0.0,0
45.3,4,West,43.4,6,8,0,2,3,0,55.3,1
43.3,3,South,25.3,1,5,1,3,0,0,0.0,0
34.7,3,North,12.1,3,6,0,2,0,0,0.0,0
41.4,4,South,12.7,1,8,0,3,1,1,75.1,1
45.3,1,South,46.1,1,4,0,1,0,0,0.0,0
43.3,1,South,4.3,0,6,0,2,0,0,0.0,0
24.3,2,West,69.2,1,5,0,1,0,0,0.0,0
25.9,2,South,24.1,2,5,0,2,0,0,0.0,0
55.0,1,Midwest,37.6,3,3,0,1,0,0,0.0,0
38.3,2,South,11.1,1,3,0,2,0,0,0.0,0
49.0,3,West,21.2,1,4,1,3,5,0,96.2,1
28.9,4,West,33.3,1,11,0,2,0,0,0.0,0
24.3,1,Midwest,13.7,3,3,0,2,0,0,0.0,0
31.9,2,Midwest,16.1,1,2,1,2,0,0,0.0,0
39.3,2,West,20.9,1,7,0,3,0,0,0.0,0
34.0,3,West,1.6,2,2,0,1,0,0,0.0,0
57.5,2,Midwest,47.7,1,6,1,3,1,1,79.5,1
44.2,4,West,48.4,1,8,0,2,1,1,36.7,1
64.2,1,North,7.9,1,5,0,2,0,0,0.0,0
46.9,2,South,50.9,1,7,0,2,0,0,0.0,0
18.0,1,West,32.8,1,6,0,2,0,0,0.0,0
54.7,2,West,15.8,2,2,0,2,1,1,77.4,1
23.9,4,West,10.3,4,5,0,1,0,0,0.0,0
44.8,4,North,12.2,3,1,1,2,1,0,105.5,1
32.7,2,South,18.3,5,5,1,1,0,0,0.0,0
67.7,3,Midwest,12.8,1,5,1,2,0,0,0.0,0
59.3,2,North,13.1,2,3,0,2,0,0,0.0,0
33.1,1,North,5.4,2,7,0,2,0,0,0.0,0
40.5,4,Midwest,29.5,0,8,0,2,0,0,0.0,0
44.9,1,Midwest,22.6,0,4,0,1,0,0,0.0,0
52.4,1,West,115.6,3,8,0,2,0,0,0.0,0
42.3,2,Midwest,3.7,0,7,0,2,0,0,0.0,0
29.7,2,North,2.9,4,3,0,3,0,0,0.0,0
33.4,1,West,17.4,2,4,0,2,0,0,0.0,0
41.9,3,Midwest,4.0,1,4,0,2,0,0,0.0,0
56.8,2,North,22.6,3,8,0,1,0,0,0.0,0
47.1,2,South,5.2,2,7,0,2,0,0,0.0,0
32.7,2,Midwest,15.8,2,6,0,1,0,0,0.0,0
49.8,2,North,22.7,2,4,0,2,0,0,0.0,0
37.4,3,West,14.7,2,6,0,2,0,0,0.0,0
52.7,4,Midwest,9.3,1,8,0,1,2,0,101.9,1
72.3,4,Midwest,36.6,0,2,0,2,0,0,0.0,0
37.7,2,West,46.3,1,3,0,2,0,0,0.0,0
51.6,4,West,7.8,1,5,1,2,0,0,0.0,0
33.1,2,North,40.3,1,6,0,1,0,0,0.0,0
40.7,1,West,11.9,0,9,1,2,0,0,0.0,0
42.4,3,North,16.0,1,3,0,2,0,1,60.2,1
39.7,1,North,6.3,3,6,0,2,0,0,0.0,0
71.6,1,West,23.6,1,5,0,2,5,0,81.9,1
38.3,4,Midwest,2.6,1,5,0,1,0,0,0.0,0
49.0,3,West,21.5,2,5,1,1,0,0,0.0,0
18.8,1,West,109.9,1,9,0,2,1,0,84.0,1
47.2,3,South,33.6,4,4,0,1,0,0,0.0,0
55.7,3,South,54.1,0,4,0,3,0,0,0.0,0
35.7,4,West,15.0,0,3,0,3,0,0,0.0,0
18.0,2,Midwest,3.7,0,1,0,1,0,0,0.0,0
41.5,3,Midwest,8.2,2,8,0,3,0,0,0.0,0
42.2,3,North,1.2,4,5,0,2,0,0,0.0,0
50.7,3,West,16.7,1,6,0,2,0,0,0.0,0
66.1,3,West,25.2,2,2,0,2,0,0,0.0,0
37.4,2,South,13.3,1,4,0,2,0,0,0.0,0
31.7,2,South,19.9,1,1,0,2,0,0,0.0,0
28.0,4,South,9.3,2,4,0,2,0,0,0.0,0
44.4,2,North,2.2,1,5,0,2,0,0,0.0,0
47.8,1,West,13.6,0,3,0,3,0,1,153.9,1
35.5,3,South,19.0,2,6,0,3,1,0,126.3,1
51.3,1,West,97.3,0,6,0,1,0,0,0.0,0
47.6,2,North,10.2,2,7,0,1,0,0,0.0,0
42.5,1,Midwest,27.2,0,6,0,2,0,0,0.0,0
31.2,3,North,41.5,1,5,0,1,2,1,64.2,1
36.2,4,West,9.8,4,7,0,1,0,1,111.7,1
18.0,3,West,63.8,3,7,0,1,0,0,0.0,0
44.8,1,West,9.9,2,5,0,3,0,0,31.1,1
42.3,4,Midwest,84.0,3,3,1,3,4,0,103.5,1
44.3,2,West,1.0,3,2,0,3,0,0,0.0,0
48.1,2,South,24.1,1,1,0,2,0,0,0.0,0
46.6,2,Midwest,37.4,1,3,0,2,0,0,0.0,0
40.7,4,Midwest,7.9,1,6,0,1,0,0,0.0,0
42.6,1,Midwest,3.0,2,5,0,2,0,0,0.0,0
25.1,3,North,1.0,1,3,0,2,0,0,0.0,0
35.0,2,North,1.9,5,6,0,2,0,0,0.0,0
42.6,1,North,18.8,3,5,0,2,0,0,0.0,0
33.2,4,Midwest,43.9,2,5,0,1,0,0,0.0,0
52.3,2,Midwest,1.6,0,3,0,2,0,0,0.0,0
34.1,3,West,2.9,4,5,0,1,6,1,53.3,1
44.6,1,Midwest,1.0,2,3,0,3,0,0,0.0,0
43.4,3,South,8.0,0,6,0,2,0,0,0.0,0
51.0,3,North,61.0,0,5,0,2,0,0,0.0,0
52.8,2,West,7.8,4,4,0,2,0,0,0.0,0
50.3,2,South,14.0,1,2,0,2,0,0,0.0,0
18.0,4,South,4.7,3,3,1,2,0,0,0.0,0
56.3,3,South,3.0,2,8,0,3,3,0,91.1,1
60.3,2,Midwest,4.8,0,3,1,3,0,0,0.0,0
36.2,3,North,5.7,2,1,0,2,0,0,0.0,0
44.8,3,South,3.4,5,5,0,2,0,0,0.0,0
31.3,1,West,37.6,2,8,1,2,0,0,0.0,0
18.6,2,North,15.6,0,5,0,3,0,0,0.0,0
33.1,4,North,18.6,0,4,1,2,0,0,0.0,0
35.5,4,Midwest,11.3,1,4,0,2,0,0,0.0,0
37.7,3,South,5.7,2,1,0,1,0,0,0.0,0
30.5,1,West,2.4,2,1,0,2,0,0,0.0,0
33.2,4,Midwest,1.9,2,5,0,2,0,0,0.0,0
41.9,3,North,4.9,2,5,1,3,1,0,119.9,1
32.8,1,South,45.6,2,6,0,2,0,0,0.0,0
48.5,3,North,5.9,2,5,1,1,0,0,0.0,0
50.2,4,North,10.5,1,5,0,1,2,0,70.8,1
70.6,1,Midwest,20.4,1,6,0,2,0,0,0.0,0
55.5,4,West,17.2,2,7,0,2,0,0,0.0,0
44.9,4,South,26.3,1,2,0,3,4,1,45.4,1
34.6,1,Midwest,5.2,3,7,1,3,0,0,0.0,0
45.5,4,West,17.8,2,4,0,2,0,0,0.0,0
45.9,4,Midwest,35.0,3,5,0,2,0,0,0.0,0
35.8,1,West,11.8,2,7,1,1,2,0,103.0,1
51.4,2,North,85.7,0,7,0,2,0,0,0.0,0
25.2,2,South,20.7,3,6,0,1,0,0,0.0,0
39.1,2,South,27.0,0,4,0,2,0,0,0.0,0
48.7,3,South,14.7,3,6,0,3,0,0,0.0,0
38.5,2,Midwest,46.8,2,7,0,1,2,1,31.0,1
39.5,4,Midwest,14.4,3,2,1,1,0,0,0.0,0
40.3,4,West,68.5,0,4,0,1,0,0,0.0,0
32.0,2,Midwest,8.8,1,6,0,1,0,0,0.0,0
56.1,2,North,48.2,5,8,0,1,4,0,123.0,1
29.8,2,West,24.5,0,5,1,1,4,1,119.1,1
45.8,2,Midwest,38.5,2,2,0,2,0,0,0.0,0
47.0,2,South,1.0,2,2,0,3,0,0,0.0,0
30.6,1,North,7.8,1,3,0,3,0,0,0.0,0
42.9,1,South,45.1,0,6,1,1,1,1,98.2,1
31.1,1,West,9.2,1,6,0,1,0,0,0.0,0
58.7,4,West,29.9,2,9,1,1,2,1,62.6,1
28.3,2,Midwest,116.5,6,2,0,2,3,1,136.0,1
34.2,1,West,4.7,0,7,0,3,0,0,0.0,0
27.3,3,West,13.0,1,7,0,1,0,0,0.0,0
25.7,1,South,4.3,1,6,0,2,0,0,0.0,0
61.1,1,West,4.0,0,2,1,2,0,0,0.0,0
48.5,3,North,24.1,1,5,0,2,0,0,0.0,0
43.7,2,Midwest,5.1,0,5,0,1,0,0,0.0,0
34.1,1,West,15.8,2,9,0,1,1,1,136.1,1
52.9,2,North,91.5,2,4,0,1,0,0,0.0,0
32.1,2,Midwest,9.7,3,6,0,1,0,0,0.0,0
51.5,2,North,49.6,1,3,0,3,0,0,0.0,0
31.5,3,North,12.1,2,7,0,2,0,0,0.0,0
34.3,2,West,7.3,2,6,0,2,0,0,0.0,0
51.1,2,South,9.8,1,5,0,2,0,0,0.0,0
52.4,3,Midwest,3.3,1,4,0,1,0,0,0.0,0
49.2,4,West,27.3,0,8,0,2,0,0,0.0,0
29.4,4,West,17.1,3,7,0,2,0,0,0.0,0
36.6,2,Midwest,22.8,0,4,0,1,0,0,0.0,0
43.9,2,Midwest,8.7,1,13,0,2,0,0,0.0,0
31.8,2,West,25.4,2,2,1,2,0,0,0.0,0
58.5,4,North,4.3,1,6,0,2,0,0,0.0,0
18.0,3,South,25.4,3,13,0,3,0,0,0.0,0
32.7,2,South,2.0,2,4,0,2,0,0,0.0,0
35.9,1,Midwest,12.3,4,7,1,2,0,0,0.0,0
18.0,2,Midwest,22.6,1,5,0,1,0,0,0.0,0
25.2,2,North,46.4,2,5,1,1,0,0,112.6,1
49.5,4,North,40.2,0,8,0,2,0,0,0.0,0
42.4,2,West,18.0,0,7,0,2,0,0,0.0,0
60.9,1,North,51.6,3,6,0,2,0,0,0.0,0
60.5,4,South,16.9,2,5,1,2,2,0,53.8,1
47.2,1,North,17.5,1,8,0,1,0,0,0.0,0
45.8,2,North,30.6,2,1,1,1,0,0,0.0,0
42.8,2,North,50.4,0,6,0,3,0,0,0.0,0
18.0,2,Midwest,22.2,3,6,0,3,0,0,0.0,0
25.3,2,North,69.3,2,11,0,2,0,0,0.0,0
43.2,2,Midwest,6.4,1,8,1,2,1,0,54.9,1
49.4,1,South,61.9,1,2,0,2,0,0,0.0,0
45.5,2,South,6.0,4,3,0,3,0,0,0.0,0
31.3,2,Midwest,17.9,2,7,0,3,0,0,0.0,0
53.2,3,Midwest,38.2,1,3,1,3,1,1,47.4,1
59.8,2,North,38.8,2,6,0,1,0,0,0.0,0
53.3,2,North,7.8,4,8,0,1,0,0,0.0,0
53.9,2,South,102.3,0,3,0,2,0,0,0.0,0
35.3,1,South,2.0,3,2,0,2,0,0,0.0,0
54.9,1,South,1.0,0,3,0,1,0,0,0.0,0
43.7,3,South,44.2,3,3,0,1,0,0,0.0,0
48.1,2,West,41.0,2,5,1,1,0,0,0.0,0
46.4,3,North,29.9,2,7,0,2,0,0,0.0,0
40.5,1,North,45.7,0,8,0,1,0,0,0.0,0
31.7,3,West,3.6,2,3,1,3,0,0,0.0,0
41.0,4,South,2.4,2,4,0,2,0,0,0.0,0
53.8,2,North,83.7,2,4,0,3,0,0,0.0,0
36.7,2,North,23.5,2,5,1,1,0,0,0.0,0
52.7,2,Midwest,60.6,2,5,0,2,0,0,0.0,0
50.8,4,West,56.9,0,6,0,2,0,0,0.0,0
38.4,1,Midwest,25.4,0,8,0,2,0,0,0.0,0
58.7,3,West,23.8,2,5,0,1,2,1,118.2,1
37.7,3,West,10.7,0,6,0,3,0,0,0.0,0
60.1,2,West,3.9,2,9,0,2,3,1,114.9,1
47.2,1,South,27.8,0,7,0,3,0,0,0.0,0
41.8,1,West,40.9,2,6,0,2,0,0,0.0,0
31.3,3,South,18.9,0,9,0,3,0,0,0.0,0
40.9,1,West,1.3,1,5,0,1,0,0,0.0,0
39.6,2,South,3.8,0,2,0,2,0,0,0.0,0
26.9,2,South,2.6,2,1,0,3,0,0,0.0,0
39.4,2,South,25.7,3,4,1,1,0,0,0.0,0
32.4,2,North,20.0,3,5,0,2,0,0,0.0,0
49.0,4,Midwest,15.1,1,5,1,3,2,0,82.0,1
57.7,3,Midwest,18.8,0,2,0,2,0,0,0.0,0
27.3,3,Midwest,7.7,0,9,0,1,0,0,0.0,0
62.5,3,North,39.2,3,9,0,1,0,0,0.0,0
40.5,3,North,9.6,3,9,0,3,0,0,0.0,0
30.3,2,North,24.8,2,1,0,2,0,0,0.0,0
51.1,4,West,11.9,2,7,0,3,0,0,0.0,0
36.6,2,West,1.8,0,6,0,1,0,0,0.0,0
41.0,2,West,7.1,4,4,0,2,0,1,230.3,1
37.1,2,West,80.5,2,2,0,3,0,0,0.0,0
32.2,2,West,5.1,2,5,0,3,0,0,0.0,0
50.7,1,Midwest,2.7,2,3,0,1,0,0,0.0,0
38.6,1,Midwest,8.3,4,2,0,2,0,0,0.0,0
24.8,3,Midwest,50.5,2,5,0,2,0,0,0.0,0
48.6,2,Midwest,8.8,1,9,1,1,0,0,0.0,0
27.5,2,Midwest,13.0,1,4,1,3,0,0,0.0,0
28.2,4,North,8.9,0,1,0,2,0,0,0.0,0
56.3,2,North,108.2,0,4,0,3,0,0,0.0,0
27.6,1,West,120.0,1,5,0,3,0,0,0.0,0
18.0,3,Midwest,15.8,2,5,0,2,0,0,0.0,0
49.5,2,West,36.9,1,6,0,1,0,0,0.0,0
38.4,2,North,6.0,1,4,0,3,0,0,0.0,0
39.4,2,West,11.3,2,5,0,2,0,0,0.0,0
38.2,1,Midwest,27.3,3,9,0,2,2,0,179.0,1
44.8,1,Midwest,8.1,0,4,0,2,0,0,0.0,0
33.0,1,Midwest,6.1,1,4,1,2,0,0,0.0,0
59.7,1,North,61.3,3,6,0,2,0,0,0.0,0
24.3,2,West,6.7,2,5,0,2,0,0,0.0,0
47.3,4,South,1.5,3,4,0,1,0,0,0.0,0
49.7,2,South,33.4,2,1,0,2,0,0,0.0,0
32.9,4,South,6.7,0,3,0,3,0,0,0.0,0
29.7,2,South,14.4,0,4,1,2,0,0,0.0,0
54.2,3,South,2.8,0,3,0,2,0,0,0.0,0
30.1,1,North,1.7,0,2,0,3,3,0,105.2,1
34.7,2,Midwest,14.8,0,8,0,3,0,0,0.0,0
52.6,2,South,9.9,1,7,0,2,0,0,0.0,0
42.4,4,South,16.9,1,7,0,2,0,0,0.0,0
20.4,1,South,81.0,0,7,1,1,0,0,0.0,0
63.0,2,West,12.6,1,3,0,3,0,0,0.0,0
35.6,1,Midwest,22.2,0,5,1,2,0,0,28.2,1
37.2,2,South,2.5,0,2,0,2,0,0,0.0,0
45.1,3,North,52.1,3,2,0,3,0,0,0.0,0
49.5,3,Midwest,39.3,3,6,0,3,2,1,146.3,1
65.5,1,Midwest,17.7,2,6,0,1,0,0,0.0,0
22.1,1,Midwest,4.9,0,5,0,3,0,0,0.0,0
51.9,2,West,13.3,3,4,0,1,0,0,0.0,0
50.9,4,Midwest,8.5,0,1,0,1,0,0,0.0,0
40.4,2,South,120.0,0,3,0,1,0,1,86.1,1
51.4,2,South,16.2,0,5,0,2,0,0,0.0,0
53.2,2,West,13.2,1,4,1,1,0,0,0.0,0
25.4,1,North,4.4,1,7,0,1,0,0,0.0,0
63.0,3,West,6.6,2,7,0,2,0,0,0.0,0
23.3,2,West,29.8,0,4,0,2,0,0,0.0,0
28.4,3,South,18.4,1,4,0,3,0,0,0.0,0
38.9,2,Midwest,10.6,0,6,0,1,0,0,0.0,0
65.1,3,West,8.5,0,6,0,2,0,0,0.0,0
38.3,1,North,5.4,2,5,0,2,0,0,0.0,0
41.6,4,South,1.0,2,6,0,2,0,0,0.0,0
59.2,1,Midwest,90.7,2,5,1,2,0,0,0.0,0
38.4,3,North,33.6,1,3,0,2,0,0,0.0,0
27.9,3,West,63.1,1,4,0,1,2,1,62.1,1
37.0,2,North,12.8,1,3,0,2,0,0,0.0,0
58.4,2,West,48.9,2,4,0,1,0,0,0.0,0
42.9,4,West,7.1,2,4,0,3,0,0,0.0,0
65.2,2,West,17.1,1,3,0,2,0,0,0.0,0
50.9,4,West,5.4,1,7,0,1,0,0,0.0,0
34.3,1,West,35.3,2,2,0,2,0,0,0.0,0
42.6,2,South,16.5,1,5,0,1,0,0,0.0,0
31.8,1,West,18.4,1,5,0,1,0,0,0.0,0
34.0,1,Midwest,47.1,2,1,1,1,0,0,0.0,0
75.0,2,West,32.3,3,2,0,2,3,0,88.6,1
54.2,1,South,81.3,1,10,1,1,0,0,0.0,0
52.3,4,North,12.5,2,5,0,3,0,0,0.0,0
34.5,3,Midwest,14.9,4,6,0,3,0,1,78.5,1
60.8,1,North,22.9,1,9,0,2,0,0,0.0,0
55.2,1,North,14.5,2,6,1,2,0,0,0.0,0
64.6,3,Midwest,13.1,2,4,0,2,0,0,0.0,0
64.0,2,South,10.0,1,5,0,1,0,0,0.0,0
24.3,3,West,42.8,1,6,0,2,0,0,0.0,0
28.7,2,West,18.3,1,7,1,2,0,0,0.0,0
30.0,3,West,22.4,0,2,0,3,0,0,0.0,0
30.7,2,North,5.5,0,2,1,1,0,0,0.0,0
45.9,3,Midwest,7.0,2,4,0,1,0,0,0.0,0
35.2,1,West,10.0,0,7,1,1,0,0,0.0,0
66.9,2,West,15.0,0,6,0,2,0,0,0.0,0
64.9,1,South,1.1,1,4,0,2,0,0,0.0,0
41.9,2,South,52.6,1,5,1,2,0,0,0.0,0
65.5,2,North,56.2,0,6,0,1,0,0,0.0,0
59.9,3,Midwest,26.0,3,4,0,1,0,0,0.0,0
36.6,1,South,9.1,3,6,0,2,3,1,53.6,1
18.0,2,Midwest,11.7,1,4,0,3,0,0,0.0,0
39.4,1,South,31.8,1,3,0,2,0,0,0.0,0
34.3,3,Midwest,8.1,3,4,1,2,0,0,0.0,0
44.5,3,Midwest,22.5,2,9,0,1,4,1,72.2,1
