age,income_band,region,tenure_months,prior_purchases,web_visits_30d,prior_campaign_response,credit_score_band,premium_support_calls_30d,welcome_email_click,first_month_usage_minutes,lead_id,signup_30d
41.1,2,Midwest,9.6,1,5,1,2,0,0,0.0,35550,0
37.4,2,West,31.4,3,5,1,2,0,0,0.0,38917,0
27.1,2,Midwest,16.7,3,0,0,2,0,0,0.0,34425,0
54.0,3,South,27.2,2,2,0,3,0,0,0.0,3770,0
65.4,2,Midwest,49.4,1,8,0,1,0,0,0.0,22167,0
45.9,2,Midwest,1.0,1,5,0,2,0,0,0.0,21181,0
44.5,1,South,11.2,1,4,1,2,0,1,157.2,37470,1
53.7,2,West,25.8,0,7,0,2,0,0,0.0,12294,0
30.9,4,North,14.3,0,7,0,2,0,0,0.0,15263,0
47.3,2,South,6.3,0,2,0,1,0,0,0.0,22787,0
34.2,2,North,39.2,2,6,0,3,0,0,0.0,17008,0
59.3,4,West,34.5,0,3,0,2,0,0,0.0,5811,0
35.8,4,North,2.3,2,3,0,2,0,0,0.0,15527,0
40.3,2,South,18.1,1,4,0,2,0,0,0.0,20765,0
66.7,3,South,2.7,0,7,0,2,0,0,0.0,6380,0
41.6,2,South,24.0,2,3,0,2,0,0,0.0,14924,0
60.7,4,West,8.3,4,7,0,1,0,0,0.0,12576,0
45.7,3,North,2.3,1,6,1,2,0,0,0.0,19596,0
53.9,2,South,92.5,2,7,0,2,0,0,0.0,35810,0
18.0,2,South,1.0,0,5,1,3,0,0,0.0,15300,0
53.6,4,North,85.5,2,3,0,2,0,0,0.0,22698,0
57.1,4,North,6.8,4,4,0,3,0,0,0.0,4422,0
47.6,2,South,28.9,2,6,0,2,0,0,0.0,33832,0
35.6,4,South,95.4,2,3,0,2,0,0,0.0,31976,0
44.3,2,South,11.9,0,6,0,3,0,0,0.0,29433,0
34.2,1,Midwest,2.3,3,4,0,2,0,0,0.0,25902,0
34.8,2,Midwest,20.3,2,4,0,1,0,0,0.0,35157,0
42.9,4,West,19.8,0,3,0,2,0,0,0.0,7391,0
31.6,4,Midwest,10.9,0,4,1,3,0,0,0.0,38801,0
48.5,1,West,6.3,4,2,0,2,1,0,32.1,7913,1
68.3,2,Midwest,15.2,2,4,0,2,0,0,0.0,125,0
41.1,2,North,7.2,0,0,0,2,0,0,0.0,26677,0
53.8,2,South,9.3,3,1,0,1,0,0,0.0,38139,0
37.2,2,South,12.2,0,7,1,2,0,0,0.0,24907,0
50.0,3,South,14.9,2,3,0,1,0,0,0.0,15378,0
55.9,2,North,3.3,2,6,0,2,0,0,0.0,36826,0
58.4,2,North,46.4,3,6,0,2,0,0,0.0,7583,0
55.9,2,West,5.0,2,8,0,2,0,0,0.0,4282,0
58.9,3,North,3.5,2,4,0,3,0,0,0.0,22974,0
43.3,2,West,36.9,1,6,0,2,0,0,0.0,16009,0
46.8,1,North,12.6,1,9,0,2,0,0,0.0,2639,0
37.8,4,West,3.0,1,8,0,2,0,0,0.0,5889,0
23.1,2,North,53.3,1,5,1,2,0,0,0.0,10776,0
67.1,2,Midwest,13.7,1,4,0,2,0,0,0.0,28811,0
42.1,4,Midwest,9.5,0,7,0,1,0,0,0.0,2179,0
35.0,4,Midwest,12.0,1,8,0,2,0,0,0.0,20228,0
28.2,1,West,8.7,1,3,1,2,0,0,0.0,6832,0
55.7,3,West,14.4,2,1,0,2,0,0,0.0,31378,0
56.3,2,Midwest,49.9,1,5,1,2,0,0,0.0,26105,0
45.9,4,West,3.2,2,10,0,2,0,0,0.0,9866,0
29.4,3,West,10.1,1,3,0,2,5,1,42.1,15722,1
55.6,1,South,10.1,2,3,0,3,0,0,0.0,21906,0
50.9,1,West,31.8,3,1,0,2,0,0,0.0,723,0
40.4,2,North,13.2,0,4,0,2,0,0,0.0,12126,0
50.4,2,South,25.7,0,4,0,2,0,0,0.0,7836,0
58.3,2,North,3.3,1,11,1,2,0,0,0.0,35225,0
42.0,1,North,60.1,1,2,1,2,0,0,0.0,10410,0
39.7,3,South,27.4,0,6,0,2,0,0,0.0,9048,0
18.0,3,West,40.8,3,4,0,2,0,1,77.4,30536,1
59.7,4,South,6.1,1,8,0,2,0,0,0.0,38860,0
50.1,4,West,3.1,3,4,0,1,0,0,0.0,33688,0
38.5,2,West,6.2,1,4,0,1,0,0,0.0,23040,0
31.0,4,South,5.6,2,3,0,1,0,0,0.0,23104,0
42.4,1,South,23.2,3,7,0,2,0,0,0.0,26600,0
32.2,2,North,19.0,2,6,0,2,0,0,0.0,3762,0
40.6,4,North,1.3,0,5,0,2,0,0,0.0,36263,0
64.1,2,South,2.6,0,8,0,1,0,0,0.0,1729,0
52.5,3,West,19.2,0,6,0,2,2,1,58.3,941,1
35.5,3,Midwest,44.9,2,7,0,1,0,0,0.0,22879,0
35.6,1,North,26.3,6,6,0,2,0,0,0.0,19316,0
34.1,2,West,1.9,1,4,1,1,0,0,0.0,27854,0
47.3,2,Midwest,14.7,2,3,0,2,0,0,0.0,10116,0
30.2,4,Midwest,4.0,1,8,1,2,0,0,0.0,5574,0
39.0,1,Midwest,1.0,2,5,0,2,0,0,0.0,32711,0
34.3,1,North,1.4,0,3,0,2,0,0,0.0,11284,0
42.5,4,West,22.5,2,9,1,3,0,0,0.0,36830,0
53.3,2,West,24.8,0,6,0,2,0,0,0.0,31181,0
37.1,1,Midwest,37.1,3,6,1,2,0,0,0.0,33753,0
44.6,3,West,59.4,0,3,0,2,0,0,0.0,10201,0
42.9,4,South,103.2,2,5,0,1,0,0,0.0,18358,0
20.0,1,West,73.0,1,10,0,3,0,0,0.0,10137,0
53.4,1,Midwest,23.8,0,5,0,1,0,0,0.0,16889,0
30.2,3,North,16.7,0,4,1,2,0,0,0.0,29774,0
45.9,4,West,2.2,1,4,0,2,0,0,0.0,19979,0
19.8,2,Midwest,50.2,0,5,1,1,0,0,0.0,17180,0
42.6,1,West,62.1,5,3,0,2,0,0,0.0,37526,0
42.8,1,West,25.2,2,6,0,3,0,0,0.0,36284,0
36.6,2,West,50.0,2,6,0,1,0,0,0.0,190,0
47.7,1,West,12.3,1,7,0,1,0,0,0.0,38219,0
52.8,4,Midwest,6.9,1,2,0,2,0,0,0.0,7685,0
60.0,3,South,38.6,3,6,0,2,0,0,0.0,6127,0
50.0,2,North,1.0,1,6,1,2,0,0,0.0,6493,0
24.9,3,South,4.6,1,6,0,3,0,0,0.0,23415,0
65.4,3,West,22.1,0,2,0,2,0,0,0.0,25575,0
50.2,2,West,1.7,2,5,0,2,0,0,0.0,22088,0
48.8,2,North,8.5,1,2,0,3,0,0,0.0,34766,0
43.7,3,West,67.4,1,4,0,2,0,0,0.0,6517,0
32.4,4,Midwest,17.9,2,3,0,3,0,0,0.0,26149,0
44.8,2,South,36.2,1,3,0,2,0,0,0.0,24842,0
31.3,3,South,2.7,2,8,0,2,0,0,0.0,7846,0
53.0,2,West,16.5,1,2,0,1,0,0,0.0,36955,0
53.8,4,North,13.4,2,4,0,2,0,0,0.0,11940,0
67.4,1,North,5.3,1,2,0,2,0,0,0.0,32763,0
34.0,3,North,8.2,1,2,0,3,0,0,0.0,17698,0
56.6,3,North,21.5,0,7,0,2,0,0,0.0,25410,0
33.1,2,Midwest,26.3,3,3,0,3,0,0,0.0,36083,0
55.7,4,Midwest,8.0,0,2,0,2,0,0,0.0,27592,0
34.2,2,South,115.1,1,2,1,2,1,1,189.1,12441,1
46.2,4,North,1.0,1,5,0,3,0,0,0.0,8139,0
49.6,1,West,44.8,5,4,1,1,0,0,0.0,19607,0
35.9,3,West,17.1,0,1,0,1,0,0,0.0,29503,0
18.0,3,Midwest,10.3,1,6,1,1,0,0,0.0,8264,0
58.8,2,North,35.4,1,6,0,1,0,0,0.0,10347,0
30.2,2,Midwest,18.6,0,2,0,2,0,0,0.0,24993,0
50.0,4,North,51.6,0,6,0,1,0,0,0.0,16436,0
28.4,2,South,11.8,2,5,0,1,0,0,0.0,18097,0
50.4,4,West,5.3,2,3,0,3,0,0,0.0,649,0
62.1,2,Midwest,40.8,2,5,0,2,0,0,0.0,15889,0
51.1,2,South,47.5,1,6,0,3,4,1,91.6,20301,1
37.1,2,South,13.2,1,3,1,3,5,1,94.8,31018,1
21.5,1,Midwest,16.2,1,5,0,3,0,0,0.0,26798,0
29.3,1,South,8.4,0,6,0,1,0,0,0.0,33562,0
32.0,2,South,1.0,1,2,0,3,0,0,0.0,19394,0
46.3,4,Midwest,42.9,2,4,0,3,0,0,0.0,2911,0
42.5,3,Midwest,118.4,0,5,0,3,0,0,0.0,39873,0
51.3,3,South,25.6,1,5,0,1,0,0,0.0,29654,0
39.3,4,North,23.3,3,6,0,2,0,0,0.0,37772,0
45.6,1,West,22.3,1,5,0,2,0,0,0.0,9083,0
37.0,2,Midwest,39.0,1,1,0,2,0,0,0.0,39830,0
37.2,2,South,6.0,1,6,1,1,0,0,0.0,38717,0
39.3,2,West,1.0,2,7,0,2,0,0,0.0,26471,0
64.1,2,North,4.0,0,8,0,2,0,0,0.0,14645,0
42.7,4,West,9.1,0,4,1,3,0,0,0.0,20547,0
32.7,1,North,35.6,1,6,0,3,0,0,0.0,9683,0
49.4,4,South,84.6,2,4,0,2,0,0,0.0,13995,0
59.3,3,South,5.5,2,9,0,2,0,0,0.0,2493,0
45.0,1,Midwest,22.5,2,3,0,3,0,0,0.0,21829,0
61.3,1,North,1.6,2,3,0,3,0,0,0.0,17197,0
46.2,3,West,5.6,0,5,0,2,0,0,0.0,19285,0
61.8,3,South,11.5,0,3,0,1,0,0,0.0,8657,0
63.8,3,Midwest,1.0,1,8,0,2,0,0,0.0,15366,0
66.9,1,Midwest,42.7,1,7,0,2,0,0,0.0,30559,0
48.5,1,Midwest,15.5,4,4,0,2,0,0,0.0,16969,0
62.1,2,North,56.4,1,2,0,1,0,0,0.0,34182,0
56.7,3,West,1.0,2,9,0,2,0,0,0.0,28971,0
28.3,2,North,20.4,2,7,0,2,0,0,0.0,6096,0
29.8,2,West,28.4,2,6,0,2,0,0,0.0,24826,0
37.9,2,North,15.7,4,7,0,1,0,0,0.0,10815,0
27.6,2,Midwest,8.7,1,2,0,3,3,0,55.2,12326,1
39.8,3,West,65.0,1,2,1,1,1,0,145.1,5528,1
38.1,4,South,5.2,2,1,1,2,0,0,0.0,38927,0
60.1,3,South,90.6,2,3,1,1,0,1,59.0,15764,1
50.9,2,North,22.5,1,4,1,2,0,0,0.0,14157,0
38.0,1,North,60.1,1,7,0,3,0,0,0.0,28591,0
48.2,2,Midwest,16.0,1,8,0,2,0,0,0.0,29453,0
41.5,1,Midwest,120.0,2,4,0,3,2,1,42.0,15456,1
39.7,2,North,55.6,2,5,0,2,0,0,0.0,13336,0
41.5,3,North,48.6,1,4,0,1,0,0,0.0,24781,0
54.8,2,West,20.7,5,5,0,1,0,0,0.0,3103,0
51.8,2,South,19.0,2,6,0,2,0,0,0.0,10009,0
36.7,3,Midwest,27.7,0,2,0,2,0,0,0.0,39431,0
35.0,4,North,1.0,1,3,0,3,0,0,0.0,17050,0
45.9,2,Midwest,5.1,2,2,0,1,0,0,0.0,10587,0
24.1,2,North,36.3,1,9,0,2,0,0,0.0,27582,0
46.6,3,North,39.3,2,9,0,2,0,0,0.0,33273,0
53.5,2,South,38.6,4,5,0,3,0,0,0.0,32500,0
52.0,2,Midwest,1.6,3,8,0,1,0,0,0.0,32233,0
43.2,4,Midwest,12.8,2,3,0,2,0,0,0.0,3813,0
56.7,3,Midwest,48.5,1,3,0,2,0,0,0.0,7486,0
67.0,2,South,35.7,1,1,0,2,0,0,0.0,25087,0
36.7,2,Midwest,51.6,2,5,0,2,0,0,0.0,15758,0
30.7,1,West,3.0,2,7,1,2,0,0,0.0,30110,0
41.3,1,North,41.3,3,4,0,2,0,0,0.0,10671,0
35.3,4,West,104.6,0,2,1,3,3,1,104.5,32582,1
41.6,2,North,77.7,0,8,0,2,0,0,0.0,27757,0
43.2,1,North,9.0,1,9,0,3,0,0,0.0,14198,0
50.7,3,South,29.2,6,6,1,1,0,0,0.0,11765,0
25.7,2,North,1.0,1,3,0,2,0,0,0.0,12349,0
24.3,2,West,43.5,0,5,0,1,0,0,0.0,20979,0
61.3,1,South,6.5,2,6,0,1,0,0,0.0,4887,0
30.9,1,North,26.0,1,9,0,2,0,0,0.0,39972,0
18.0,2,Midwest,11.0,1,7,1,2,0,0,0.0,34940,0
49.1,2,North,10.1,1,5,0,1,0,0,0.0,37883,0
44.3,1,Midwest,12.3,3,7,0,3,0,0,0.0,39056,0
41.9,2,Midwest,35.5,0,2,0,2,0,0,0.0,20326,0
38.4,3,West,2.8,4,8,0,2,0,0,0.0,38495,0
42.7,4,Midwest,3.8,1,6,0,1,0,0,0.0,9934,0
37.6,3,North,34.8,1,9,1,2,0,0,0.0,34904,0
33.3,2,North,5.7,3,5,1,2,2,1,102.1,26593,1
46.5,2,South,59.6,1,8,0,3,0,0,0.0,3662,0
42.9,4,Midwest,5.6,1,1,0,2,0,0,0.0,30210,0
41.7,1,North,52.1,2,6,0,2,0,0,0.0,21947,0
30.1,1,West,32.6,0,3,1,3,0,0,0.0,626,0
34.2,2,West,18.6,3,3,0,2,0,0,0.0,20905,0
52.8,1,South,9.9,0,6,0,1,0,0,0.0,22644,0
52.7,3,North,24.5,3,8,1,2,0,0,0.0,21606,0
27.2,3,South,17.8,2,4,0,2,0,0,0.0,33907,0
42.5,4,South,2.9,2,1,1,2,0,0,0.0,11711,0
63.2,3,North,105.3,2,5,0,2,0,0,0.0,248,0
40.2,2,South,16.6,3,2,0,3,0,0,0.0,39449,0
56.4,2,West,36.4,1,5,0,1,0,0,0.0,23689,0
38.9,2,South,9.5,1,3,0,2,0,0,0.0,39063,0
24.2,3,South,43.1,0,10,0,1,0,0,0.0,13195,0
27.0,2,Midwest,49.9,2,5,1,2,0,1,119.9,6666,1
59.9,3,West,5.6,0,5,1,2,0,0,0.0,24134,0
40.5,1,Midwest,32.4,2,8,0,1,0,0,0.0,3638,0
34.8,1,North,1.4,5,2,0,1,0,0,0.0,37579,0
18.2,2,West,30.6,0,4,0,2,0,0,0.0,32006,0
42.9,3,South,42.4,1,2,0,2,0,0,0.0,11804,0
45.5,4,Midwest,35.1,1,2,0,3,0,0,0.0,7941,0
49.4,1,South,1.6,1,4,0,2,0,0,0.0,25502,0
57.8,1,Midwest,2.0,2,4,0,2,0,0,0.0,26708,0
40.2,2,North,4.7,5,5,0,1,0,0,0.0,4794,0
51.6,4,West,32.3,6,10,0,1,0,0,0.0,20222,0
36.5,3,Midwest,53.9,3,7,1,2,1,1,24.4,7917,1
61.1,2,South,4.8,2,10,0,1,0,0,0.0,15710,0
27.0,1,North,6.9,4,5,0,2,0,0,0.0,35973,0
45.7,4,West,59.7,1,6,1,2,2,0,36.0,3705,1
33.4,3,West,9.7,0,6,0,3,0,0,0.0,1212,0
42.7,2,West,7.1,1,4,0,2,0,0,0.0,23275,0
37.9,4,West,13.9,1,2,0,2,0,0,0.0,19889,0
34.5,3,North,4.2,2,4,0,1,0,0,0.0,27824,0
35.6,2,South,9.0,1,6,0,3,0,0,0.0,23419,0
37.1,4,Midwest,20.2,1,3,1,2,0,0,0.0,30895,0
40.6,4,Midwest,3.5,4,9,0,1,0,0,0.0,30300,0
55.8,4,Midwest,32.8,1,5,1,1,3,1,118.7,4616,1
41.1,2,North,37.8,4,3,0,2,0,0,0.0,2331,0
51.2,2,South,9.1,2,4,0,1,0,0,0.0,35375,0
31.3,2,West,1.5,1,6,0,2,2,1,121.3,24185,1
55.5,2,South,18.6,0,1,0,2,0,0,0.0,8256,0
27.8,2,South,10.0,0,3,0,2,0,0,0.0,18164,0
21.4,3,North,9.0,1,0,0,3,0,0,0.0,7095,0
29.3,3,South,32.8,2,8,0,1,3,1,120.3,29302,1
33.6,1,North,2.8,1,2,0,2,0,0,0.0,33724,0
51.0,1,South,48.2,2,5,0,3,0,0,0.0,5522,0
29.9,4,Midwest,1.0,1,5,0,1,0,0,0.0,21259,0
40.7,1,South,14.7,5,4,0,2,0,0,0.0,11168,0
45.5,3,Midwest,29.6,1,4,0,2,2,0,107.8,11359,1
38.8,1,West,4.6,2,4,1,1,0,0,0.0,432,0
50.1,4,North,59.7,3,11,0,2,0,0,0.0,2680,0
44.8,2,West,6.1,2,4,0,2,0,0,0.0,38763,0
45.0,2,North,20.8,1,4,0,3,0,0,0.0,18367,0
39.3,2,North,29.4,2,3,0,1,0,0,0.0,30721,0
46.4,3,West,7.8,1,5,0,2,0,0,0.0,14727,0
31.5,3,West,8.7,0,4,0,2,0,0,0.0,14062,0
43.7,3,West,18.3,3,4,0,2,0,0,0.0,22478,0
33.7,1,South,18.3,1,4,0,3,0,0,0.0,18975,0
40.5,2,North,6.5,3,4,0,2,0,0,0.0,37982,0
18.8,3,North,34.5,2,4,0,2,0,0,0.0,25220,0
47.2,3,Midwest,22.0,3,5,1,1,0,0,0.0,32839,0
30.8,2,West,9.4,2,8,0,2,0,0,0.0,25154,0
22.0,1,Midwest,10.1,1,4,0,1,0,0,0.0,37892,0
38.2,4,South,67.3,1,5,0,1,0,0,0.0,31318,0
56.4,3,North,27.0,3,5,0,1,0,0,0.0,10624,0
27.3,3,Midwest,7.2,1,3,0,2,0,0,0.0,35,0
41.8,1,West,30.6,1,10,1,3,3,1,99.0,39244,1
46.8,4,North,4.4,1,4,0,3,0,0,0.0,21886,0
30.6,1,North,27.5,3,3,0,2,0,0,0.0,23272,0
48.8,1,West,7.5,1,7,0,2,0,0,0.0,11568,0
33.6,3,West,25.2,1,3,1,2,0,0,0.0,31934,0
56.1,4,South,27.3,1,6,0,1,0,0,0.0,10710,0
73.6,3,South,71.3,2,5,0,2,0,0,0.0,8095,0
23.7,1,South,3.1,0,5,0,2,0,0,0.0,38390,0
55.0,4,South,31.4,2,4,0,1,0,0,0.0,25407,0
25.7,2,South,4.3,1,3,0,1,0,0,0.0,31246,0
34.0,1,West,10.9,1,3,0,1,0,0,0.0,11512,0
50.3,2,South,3.6,0,7,0,1,0,0,0.0,33408,0
30.8,2,Midwest,42.3,2,6,0,2,0,0,0.0,13988,0
59.5,4,South,78.4,1,6,0,2,0,0,0.0,22146,0
31.9,4,North,54.9,2,3,0,3,0,0,0.0,37335,0
53.9,1,South,15.7,1,6,1,1,0,0,0.0,17897,0
48.5,2,South,97.6,2,6,0,1,0,0,0.0,21885,0
40.0,2,North,25.6,0,9,0,3,0,0,0.0,31548,0
42.7,3,West,8.6,1,4,1,2,0,0,0.0,33815,0
47.8,2,Midwest,14.1,3,6,0,2,0,0,0.0,38522,0
38.1,1,West,12.1,1,4,0,2,0,0,0.0,31059,0
32.5,2,Midwest,6.7,2,4,0,1,0,0,0.0,18318,0
56.0,2,Midwest,4.6,1,8,0,2,0,0,0.0,4463,0
49.0,3,South,40.3,2,8,0,3,0,0,0.0,23746,0
42.9,3,North,21.2,1,5,0,3,0,0,0.0,11015,0
42.6,2,North,1.0,4,3,0,1,0,0,0.0,13560,0
33.9,2,Midwest,26.8,0,4,0,2,0,0,0.0,26818,0
48.6,3,North,13.6,2,5,0,1,0,0,0.0,15944,0
41.2,2,North,16.1,0,3,0,3,0,0,0.0,36700,0
44.2,4,North,24.7,0,3,0,1,0,0,0.0,4051,0
31.1,2,South,31.5,2,5,0,2,0,0,0.0,12982,0
52.4,4,West,9.8,2,6,0,2,0,0,0.0,2464,0
59.3,2,South,2.1,0,6,0,3,0,0,0.0,20650,0
55.9,2,South,1.0,2,12,1,1,0,0,0.0,10467,0
37.1,2,West,21.2,2,3,0,2,0,0,0.0,2238,0
27.8,1,West,22.2,0,7,0,1,0,0,0.0,25825,0
30.9,2,North,1.0,1,9,0,1,0,0,0.0,17208,0
47.2,2,Midwest,1.0,1,6,0,3,0,0,0.0,13329,0
43.5,4,South,120.0,2,4,0,3,0,0,0.0,11505,0
53.0,2,North,15.8,1,5,0,1,0,0,0.0,19841,0
43.3,4,South,14.0,2,4,0,3,0,0,0.0,18364,0
56.7,3,South,93.2,1,3,0,3,0,0,0.0,20846,0
65.2,3,North,5.0,2,3,1,2,0,0,0.0,27189,0
48.7,2,South,40.6,2,4,1,3,2,1,150.3,14266,1
57.7,2,South,44.3,2,2,0,2,0,0,0.0,141,0
38.0,2,Midwest,12.2,0,4,0,2,0,0,0.0,30930,0
31.7,1,North,102.1,1,7,0,3,0,0,0.0,13319,0
53.3,1,Midwest,39.2,1,9,0,2,0,0,0.0,36466,0
39.6,3,North,18.3,1,5,0,3,0,0,0.0,9948,0
18.0,2,Midwest,2.8,2,9,0,1,0,0,0.0,14100,0
26.5,2,North,15.3,2,1,0,1,0,0,0.0,20990,0
46.9,3,Midwest,17.0,1,10,0,3,0,0,0.0,33197,0
20.8,2,South,52.7,2,6,0,2,0,0,0.0,29781,0
28.2,2,North,1.0,2,4,0,1,0,0,0.0,26,0
45.5,4,South,22.3,0,3,1,2,2,1,54.0,2840,1
40.2,2,South,71.5,1,4,0,1,0,0,0.0,38775,0
34.7,2,West,14.6,4,7,0,3,0,0,0.0,23683,0
50.3,3,North,16.7,0,5,0,2,0,0,0.0,18748,0
26.7,2,Midwest,41.1,0,3,0,3,0,0,0.0,20532,0
47.3,4,Midwest,45.7,2,2,0,2,0,0,0.0,23292,0
35.6,4,Midwest,91.2,1,6,0,2,2,1,115.1,88,1
34.9,4,South,53.8,3,8,1,3,0,0,0.0,7876,0
48.8,3,West,25.5,0,3,0,2,0,0,0.0,10106,0
38.1,1,North,5.8,3,4,1,2,0,0,0.0,39540,0
29.3,2,North,1.0,0,4,0,1,0,0,0.0,7297,0
32.9,2,Midwest,5.8,2,3,0,2,0,0,0.0,17796,0
52.2,1,West,7.0,2,2,0,2,0,0,0.0,18063,0
26.4,1,North,82.4,2,7,0,2,0,0,0.0,37015,0
53.8,3,Midwest,8.3,2,3,1,3,0,0,0.0,10877,0
33.9,1,Midwest,26.4,3,8,0,2,0,0,0.0,16092,0
44.5,1,Midwest,50.9,1,7,1,3,0,0,0.0,33986,0
39.5,1,South,10.1,1,2,0,3,0,0,0.0,10643,0
48.2,2,North,32.5,1,1,0,2,0,0,0.0,27772,0
39.3,3,North,1.8,1,1,0,2,0,0,0.0,27036,0
48.4,1,West,57.9,2,6,0,3,0,0,0.0,1401,0
57.1,2,South,26.7,1,3,0,1,0,0,0.0,16315,0
41.3,3,Midwest,76.9,2,6,0,3,0,0,0.0,20177,0
26.0,4,Midwest,24.9,0,7,0,2,0,0,0.0,19270,0
47.3,2,South,1.7,0,0,0,3,0,0,0.0,6810,0
23.3,1,West,2.1,2,6,0,3,0,0,0.0,34912,0
49.3,3,North,25.0,1,4,1,2,0,0,0.0,35866,0
60.6,3,North,25.8,0,9,0,3,0,0,0.0,27271,0
40.1,3,South,6.3,4,2,0,3,0,0,0.0,38188,0
70.1,1,West,16.0,0,2,1,1,0,0,0.0,20425,0
39.0,3,North,11.6,3,5,0,3,0,0,0.0,28035,0
69.6,1,North,8.0,4,6,0,2,0,0,0.0,24355,0
59.5,2,West,103.1,1,5,1,2,0,0,0.0,6627,0
43.7,3,West,10.5,2,4,0,1,0,0,0.0,8303,0
40.7,3,West,3.8,1,5,0,2,0,0,0.0,25979,0
42.5,1,West,1.7,0,6,0,2,0,0,0.0,6470,0
36.8,2,North,89.1,1,8,0,2,0,0,0.0,7115,0
47.9,3,North,27.2,2,5,0,3,2,0,136.7,26403,1
29.1,3,North,44.5,2,7,0,1,0,0,0.0,11605,0
42.2,2,North,30.2,2,6,0,3,0,0,0.0,13898,0
46.9,1,Midwest,35.1,0,5,0,1,0,0,0.0,39490,0
45.8,1,West,4.9,2,6,0,2,0,0,0.0,16945,0
59.2,2,North,19.1,0,3,0,2,0,0,0.0,9444,0
21.8,2,Midwest,8.2,1,8,0,3,0,0,0.0,14556,0
37.8,2,North,2.0,1,2,0,2,0,0,0.0,32707,0
24.2,1,North,9.1,2,8,0,2,0,0,0.0,6817,0
31.7,2,West,97.0,1,7,1,1,0,0,0.0,13910,0
18.0,3,South,10.4,1,7,1,1,1,1,98.8,25175,1
51.7,3,Midwest,18.0,4,7,0,2,0,0,0.0,6523,0
58.2,3,West,120.0,1,7,0,1,0,0,0.0,3707,0
47.2,1,West,27.3,2,5,1,3,0,0,0.0,9607,0
18.1,1,West,35.2,1,9,0,2,0,0,0.0,34990,0
27.3,1,North,49.2,3,7,0,2,0,0,0.0,24240,0
43.1,2,Midwest,27.8,0,8,0,3,0,0,0.0,39170,0
29.1,4,Midwest,1.0,1,6,0,2,0,0,0.0,29824,0
44.4,1,South,26.4,1,5,0,3,0,0,0.0,1118,0
46.2,1,Midwest,5.7,0,7,0,2,0,0,0.0,27521,0
51.0,4,North,38.8,0,4,0,3,0,0,0.0,27671,0
31.0,1,North,24.6,1,2,0,3,0,0,0.0,3702,0
23.5,4,West,39.1,0,6,0,2,0,0,0.0,37807,0
52.7,2,West,39.6,0,6,0,2,0,0,0.0,28161,0
45.6,2,North,29.1,2,10,0,3,0,0,0.0,1616,0
59.1,2,Midwest,30.1,2,6,0,2,0,0,0.0,30972,0
56.7,3,South,79.8,1,3,0,2,0,0,0.0,36312,0
36.3,3,South,35.6,1,9,1,2,0,0,0.0,36658,0
32.0,4,North,65.4,0,1,0,1,0,0,0.0,34297,0
47.9,4,South,12.3,1,8,0,2,0,0,0.0,20067,0
63.9,3,Midwest,5.6,0,5,1,2,0,0,0.0,17511,0
46.2,4,South,25.1,3,5,1,3,0,0,0.0,20611,0
50.2,3,North,53.5,0,4,0,3,0,0,0.0,34083,0
40.6,2,South,25.5,2,3,0,2,0,0,0.0,19715,0
43.4,2,South,43.6,4,6,0,2,0,0,0.0,417,0
59.4,2,Midwest,49.8,2,5,0,1,0,0,0.0,33707,0
18.5,1,Midwest,39.3,2,9,0,2,0,0,0.0,24374,0
41.2,3,West,2.0,0,4,0,2,0,0,0.0,17211,0
43.1,4,Midwest,64.3,0,9,0,2,0,0,0.0,26351,0
48.6,2,South,12.6,3,8,0,2,0,0,0.0,6646,0
36.2,1,North,15.3,0,5,0,3,0,0,0.0,20242,0
30.1,3,North,67.4,0,8,0,2,1,1,137.5,21993,1
42.2,3,North,47.0,4,7,0,1,0,0,0.0,31113,0
34.2,4,South,12.3,1,4,0,3,0,0,0.0,2221,0
40.0,4,West,5.4,3,6,0,2,0,0,0.0,18642,0
23.0,1,South,8.8,1,6,0,3,0,0,0.0,25452,0
55.4,1,North,4.1,2,2,0,1,0,0,0.0,17266,0
38.1,1,South,5.1,1,2,0,2,0,0,0.0,26833,0
18.0,2,South,120.0,2,5,0,1,0,0,0.0,26393,0
38.1,2,West,68.5,3,4,0,1,0,0,0.0,37248,0
48.5,1,South,32.5,3,4,0,3,0,0,0.0,36676,0
41.0,1,West,1.0,3,6,0,1,0,0,0.0,29729,0
61.5,2,West,7.4,3,5,0,3,0,0,0.0,10920,0
57.8,2,West,3.7,1,7,0,2,0,0,0.0,18705,0
19.1,4,North,1.8,0,7,0,2,0,0,0.0,33723,0
55.6,1,West,20.2,0,10,0,3,0,0,0.0,8077,0
56.2,3,Midwest,1.0,0,4,1,1,0,0,0.0,32155,0
41.6,1,West,32.3,1,4,0,3,1,1,89.2,22097,1
44.1,4,North,79.2,3,2,0,2,0,0,0.0,16199,0
33.9,2,Midwest,6.3,4,6,0,2,0,0,0.0,18652,0
37.9,1,South,7.3,2,3,1,2,0,0,0.0,24920,0
45.8,2,Midwest,14.0,2,3,0,1,0,0,0.0,26473,0
45.2,3,South,7.2,1,3,0,1,0,0,0.0,25442,0
42.2,4,North,105.8,2,3,0,2,3,1,89.2,24772,1
58.8,1,West,1.8,1,7,0,3,0,0,0.0,35519,0
39.2,4,South,23.8,2,4,0,1,0,0,0.0,12561,0
34.1,3,Midwest,3.4,2,7,0,2,0,0,0.0,30057,0
